formula_string,transformation_unit,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C20 H20 O4,O1,20,20,3,0,0,0,0,1,0,0,C20 H20 O3
C20 H20 O4,H2 O1,20,18,3,0,0,0,2,1,0,0,C20 H18 O3
C20 H20 O4,-C1 -H2 O1,21,22,3,0,0,-1,-2,1,0,0,C21 H22 O3
C18 H20 O9,O1,18,20,8,0,0,0,0,1,0,0,C18 H20 O8
C18 H20 O9,H2 O1,18,18,8,0,0,0,2,1,0,0,C18 H18 O8
C18 H20 O9,-C1 -H2 O1,19,22,8,0,0,-1,-2,1,0,0,C19 H22 O8
C18 H20 O9,-H2 O1,18,22,8,0,0,0,-2,1,0,0,C18 H22 O8
C18 H20 O9,-H1 O1 -N1,18,21,8,1,0,0,-1,1,-1,0,C18 H21 N1 O8
C18 H20 O9,-H4 O2,18,24,7,0,0,0,-4,2,0,0,C18 H24 O7
C18 H20 O9,O2,18,20,7,0,0,0,0,2,0,0,C18 H20 O7
C24 H27 N1 O9,O1,24,27,8,1,0,0,0,1,0,0,C24 H27 N1 O8
C24 H27 N1 O9,H2 O1,24,25,8,1,0,0,2,1,0,0,C24 H25 N1 O8
C24 H27 N1 O9,-C1 -H2 O1,25,29,8,1,0,-1,-2,1,0,0,C25 H29 N1 O8
C24 H27 N1 O9,-H4 O2,24,31,7,1,0,0,-4,2,0,0,C24 H31 N1 O7
C24 H27 N1 O9,O2,24,27,7,1,0,0,0,2,0,0,C24 H27 N1 O7
C31 H42 O12,O1,31,42,11,0,0,0,0,1,0,0,C31 H42 O11
C31 H42 O12,H2 O1,31,40,11,0,0,0,2,1,0,0,C31 H40 O11
C31 H42 O12,-C1 -H2 O1,32,44,11,0,0,-1,-2,1,0,0,C32 H44 O11
C31 H42 O12,-H2 O1,31,44,11,0,0,0,-2,1,0,0,C31 H44 O11
C31 H42 O12,-H4 O2,31,46,10,0,0,0,-4,2,0,0,C31 H46 O10
C31 H42 O12,O2,31,42,10,0,0,0,0,2,0,0,C31 H42 O10
C21 H19 N1 O7,O1,21,19,6,1,0,0,0,1,0,0,C21 H19 N1 O6
C21 H19 N1 O7,H2 O1,21,17,6,1,0,0,2,1,0,0,C21 H17 N1 O6
C21 H19 N1 O7,-H2 O1,21,21,6,1,0,0,-2,1,0,0,C21 H21 N1 O6
C21 H19 N1 O7,-H1 O2 N1,21,20,5,0,0,0,-1,2,1,0,C21 H20 O5
C19 H21 N1 O10,O1,19,21,9,1,0,0,0,1,0,0,C19 H21 N1 O9
C19 H21 N1 O10,H2 O1,19,19,9,1,0,0,2,1,0,0,C19 H19 N1 O9
C19 H21 N1 O10,-C1 -H2 O1,20,23,9,1,0,-1,-2,1,0,0,C20 H23 N1 O9
C19 H21 N1 O10,-H2 O1,19,23,9,1,0,0,-2,1,0,0,C19 H23 N1 O9
C19 H21 N1 O10,-H1 O1 -N1,19,22,9,2,0,0,-1,1,-1,0,C19 H22 N2 O9
C19 H21 N1 O10,-H4 O2,19,25,8,1,0,0,-4,2,0,0,C19 H25 N1 O8
C19 H21 N1 O10,O2,19,21,8,1,0,0,0,2,0,0,C19 H21 N1 O8
C19 H21 N1 O10,-H1 O2 N1,19,22,8,0,0,0,-1,2,1,0,C19 H22 O8
C22 H24 O14,O1,22,24,13,0,0,0,0,1,0,0,C22 H24 O13
C22 H24 O14,H2 O1,22,22,13,0,0,0,2,1,0,0,C22 H22 O13
C22 H24 O14,-C1 -H2 O1,23,26,13,0,0,-1,-2,1,0,0,C23 H26 O13
C22 H24 O14,-H2 O1,22,26,13,0,0,0,-2,1,0,0,C22 H26 O13
C22 H24 O14,-H1 O1 -N1,22,25,13,1,0,0,-1,1,-1,0,C22 H25 N1 O13
C22 H24 O14,-H4 O2,22,28,12,0,0,0,-4,2,0,0,C22 H28 O12
C22 H24 O14,O2,22,24,12,0,0,0,0,2,0,0,C22 H24 O12
C12 H6 O6,H2 O1,12,4,5,0,0,0,2,1,0,0,C12 H4 O5
C12 H6 O6,-C1 -H2 O1,13,8,5,0,0,-1,-2,1,0,0,C13 H8 O5
C12 H6 O6,-H2 O1,12,8,5,0,0,0,-2,1,0,0,C12 H8 O5
C12 H6 O6,-H1 O1 -N1,12,7,5,1,0,0,-1,1,-1,0,C12 H7 N1 O5
C12 H6 O6,-H4 O2,12,10,4,0,0,0,-4,2,0,0,C12 H10 O4
C12 H6 O6,O2,12,6,4,0,0,0,0,2,0,0,C12 H6 O4
C10 H4 O8,O1,10,4,7,0,0,0,0,1,0,0,C10 H4 O7
C10 H4 O8,-C1 -H2 O1,11,6,7,0,0,-1,-2,1,0,0,C11 H6 O7
C10 H4 O8,-H2 O1,10,6,7,0,0,0,-2,1,0,0,C10 H6 O7
C10 H4 O8,-H1 O1 -N1,10,5,7,1,0,0,-1,1,-1,0,C10 H5 N1 O7
C10 H4 O8,O2,10,4,6,0,0,0,0,2,0,0,C10 H4 O6
C20 H22 O9,O1,20,22,8,0,0,0,0,1,0,0,C20 H22 O8
C20 H22 O9,H2 O1,20,20,8,0,0,0,2,1,0,0,C20 H20 O8
C20 H22 O9,-C1 -H2 O1,21,24,8,0,0,-1,-2,1,0,0,C21 H24 O8
C20 H22 O9,-H2 O1,20,24,8,0,0,0,-2,1,0,0,C20 H24 O8
C20 H22 O9,-H1 O1 -N1,20,23,8,1,0,0,-1,1,-1,0,C20 H23 N1 O8
C20 H22 O9,-H4 O2,20,26,7,0,0,0,-4,2,0,0,C20 H26 O7
C20 H22 O9,O2,20,22,7,0,0,0,0,2,0,0,C20 H22 O7
C21 H34 O10,O1,21,34,9,0,0,0,0,1,0,0,C21 H34 O9
C21 H34 O10,H2 O1,21,32,9,0,0,0,2,1,0,0,C21 H32 O9
C21 H34 O10,-C1 -H2 O1,22,36,9,0,0,-1,-2,1,0,0,C22 H36 O9
C21 H34 O10,-H2 O1,21,36,9,0,0,0,-2,1,0,0,C21 H36 O9
C21 H34 O10,-H1 O1 -N1,21,35,9,1,0,0,-1,1,-1,0,C21 H35 N1 O9
C21 H34 O10,-H4 O2,21,38,8,0,0,0,-4,2,0,0,C21 H38 O8
C21 H34 O10,O2,21,34,8,0,0,0,0,2,0,0,C21 H34 O8
C29 H36 O12,O1,29,36,11,0,0,0,0,1,0,0,C29 H36 O11
C29 H36 O12,H2 O1,29,34,11,0,0,0,2,1,0,0,C29 H34 O11
C29 H36 O12,-C1 -H2 O1,30,38,11,0,0,-1,-2,1,0,0,C30 H38 O11
C29 H36 O12,-H2 O1,29,38,11,0,0,0,-2,1,0,0,C29 H38 O11
C29 H36 O12,-H1 O1 -N1,29,37,11,1,0,0,-1,1,-1,0,C29 H37 N1 O11
C29 H36 O12,-H4 O2,29,40,10,0,0,0,-4,2,0,0,C29 H40 O10
C29 H36 O12,O2,29,36,10,0,0,0,0,2,0,0,C29 H36 O10
C10 H13 N1 O5,O1,10,13,4,1,0,0,0,1,0,0,C10 H13 N1 O4
C10 H13 N1 O5,H2 O1,10,11,4,1,0,0,2,1,0,0,C10 H11 N1 O4
C10 H13 N1 O5,-C1 -H2 O1,11,15,4,1,0,-1,-2,1,0,0,C11 H15 N1 O4
C10 H13 N1 O5,-H2 O1,10,15,4,1,0,0,-2,1,0,0,C10 H15 N1 O4
C10 H13 N1 O5,-H1 O1 -N1,10,14,4,2,0,0,-1,1,-1,0,C10 H14 N2 O4
C10 H13 N1 O5,-H4 O2,10,17,3,1,0,0,-4,2,0,0,C10 H17 N1 O3
C10 H13 N1 O5,O2,10,13,3,1,0,0,0,2,0,0,C10 H13 N1 O3
C10 H13 N1 O5,-H1 O2 N1,10,14,3,0,0,0,-1,2,1,0,C10 H14 O3
C20 H36 O6,O1,20,36,5,0,0,0,0,1,0,0,C20 H36 O5
C20 H36 O6,H2 O1,20,34,5,0,0,0,2,1,0,0,C20 H34 O5
C20 H36 O6,-C1 -H2 O1,21,38,5,0,0,-1,-2,1,0,0,C21 H38 O5
C20 H36 O6,-H2 O1,20,38,5,0,0,0,-2,1,0,0,C20 H38 O5
C33 H44 O11,O1,33,44,10,0,0,0,0,1,0,0,C33 H44 O10
C33 H44 O11,H2 O1,33,42,10,0,0,0,2,1,0,0,C33 H42 O10
C33 H44 O11,-C1 -H2 O1,34,46,10,0,0,-1,-2,1,0,0,C34 H46 O10
C33 H44 O11,-H2 O1,33,46,10,0,0,0,-2,1,0,0,C33 H46 O10
C33 H44 O11,-H4 O2,33,48,9,0,0,0,-4,2,0,0,C33 H48 O9
C33 H44 O11,O2,33,44,9,0,0,0,0,2,0,0,C33 H44 O9
C26 H26 O13,O1,26,26,12,0,0,0,0,1,0,0,C26 H26 O12
C26 H26 O13,H2 O1,26,24,12,0,0,0,2,1,0,0,C26 H24 O12
C26 H26 O13,-C1 -H2 O1,27,28,12,0,0,-1,-2,1,0,0,C27 H28 O12
C26 H26 O13,-H2 O1,26,28,12,0,0,0,-2,1,0,0,C26 H28 O12
C26 H26 O13,-H1 O1 -N1,26,27,12,1,0,0,-1,1,-1,0,C26 H27 N1 O12
C26 H26 O13,-H4 O2,26,30,11,0,0,0,-4,2,0,0,C26 H30 O11
C26 H26 O13,O2,26,26,11,0,0,0,0,2,0,0,C26 H26 O11
C21 H28 O11,O1,21,28,10,0,0,0,0,1,0,0,C21 H28 O10
C21 H28 O11,H2 O1,21,26,10,0,0,0,2,1,0,0,C21 H26 O10
C21 H28 O11,-C1 -H2 O1,22,30,10,0,0,-1,-2,1,0,0,C22 H30 O10
C21 H28 O11,-H2 O1,21,30,10,0,0,0,-2,1,0,0,C21 H30 O10
C21 H28 O11,-H1 O1 -N1,21,29,10,1,0,0,-1,1,-1,0,C21 H29 N1 O10
C21 H28 O11,-H4 O2,21,32,9,0,0,0,-4,2,0,0,C21 H32 O9
C21 H28 O11,O2,21,28,9,0,0,0,0,2,0,0,C21 H28 O9
C10 H13 N1 O6,O1,10,13,5,1,0,0,0,1,0,0,C10 H13 N1 O5
C10 H13 N1 O6,-C1 -H2 O1,11,15,5,1,0,-1,-2,1,0,0,C11 H15 N1 O5
C10 H13 N1 O6,-H2 O1,10,15,5,1,0,0,-2,1,0,0,C10 H15 N1 O5
C10 H13 N1 O6,-H1 O1 -N1,10,14,5,2,0,0,-1,1,-1,0,C10 H14 N2 O5
C10 H13 N1 O6,-H4 O2,10,17,4,1,0,0,-4,2,0,0,C10 H17 N1 O4
C10 H13 N1 O6,O2,10,13,4,1,0,0,0,2,0,0,C10 H13 N1 O4
C14 H8 O9,O1,14,8,8,0,0,0,0,1,0,0,C14 H8 O8
C14 H8 O9,H2 O1,14,6,8,0,0,0,2,1,0,0,C14 H6 O8
C14 H8 O9,-C1 -H2 O1,15,10,8,0,0,-1,-2,1,0,0,C15 H10 O8
C14 H8 O9,-H2 O1,14,10,8,0,0,0,-2,1,0,0,C14 H10 O8
C14 H8 O9,-H1 O1 -N1,14,9,8,1,0,0,-1,1,-1,0,C14 H9 N1 O8
C14 H8 O9,-H4 O2,14,12,7,0,0,0,-4,2,0,0,C14 H12 O7
C14 H8 O9,O2,14,8,7,0,0,0,0,2,0,0,C14 H8 O7
C15 H14 N2 O4,O1,15,14,3,2,0,0,0,1,0,0,C15 H14 N2 O3
C15 H14 N2 O4,-H2 O1,15,16,3,2,0,0,-2,1,0,0,C15 H16 N2 O3
C15 H14 N2 O4,-H4 O2,15,18,2,2,0,0,-4,2,0,0,C15 H18 N2 O2
C29 H28 O13,O1,29,28,12,0,0,0,0,1,0,0,C29 H28 O12
C29 H28 O13,H2 O1,29,26,12,0,0,0,2,1,0,0,C29 H26 O12
C29 H28 O13,-C1 -H2 O1,30,30,12,0,0,-1,-2,1,0,0,C30 H30 O12
C29 H28 O13,-H2 O1,29,30,12,0,0,0,-2,1,0,0,C29 H30 O12
C29 H28 O13,-H4 O2,29,32,11,0,0,0,-4,2,0,0,C29 H32 O11
C29 H28 O13,O2,29,28,11,0,0,0,0,2,0,0,C29 H28 O11
C21 H21 N1 O11,O1,21,21,10,1,0,0,0,1,0,0,C21 H21 N1 O10
C21 H21 N1 O11,H2 O1,21,19,10,1,0,0,2,1,0,0,C21 H19 N1 O10
C21 H21 N1 O11,-C1 -H2 O1,22,23,10,1,0,-1,-2,1,0,0,C22 H23 N1 O10
C21 H21 N1 O11,-H2 O1,21,23,10,1,0,0,-2,1,0,0,C21 H23 N1 O10
C21 H21 N1 O11,-H1 O1 -N1,21,22,10,2,0,0,-1,1,-1,0,C21 H22 N2 O10
C21 H21 N1 O11,-H4 O2,21,25,9,1,0,0,-4,2,0,0,C21 H25 N1 O9
C21 H21 N1 O11,O2,21,21,9,1,0,0,0,2,0,0,C21 H21 N1 O9
C21 H21 N1 O11,-H1 O2 N1,21,22,9,0,0,0,-1,2,1,0,C21 H22 O9
C26 H24 O8,O1,26,24,7,0,0,0,0,1,0,0,C26 H24 O7
C26 H24 O8,-H2 O1,26,26,7,0,0,0,-2,1,0,0,C26 H26 O7
C16 H19 N1 O4,O1,16,19,3,1,0,0,0,1,0,0,C16 H19 N1 O3
C16 H19 N1 O4,H2 O1,16,17,3,1,0,0,2,1,0,0,C16 H17 N1 O3
C16 H19 N1 O4,-C1 -H2 O1,17,21,3,1,0,-1,-2,1,0,0,C17 H21 N1 O3
C16 H19 N1 O4,-H2 O1,16,21,3,1,0,0,-2,1,0,0,C16 H21 N1 O3
C30 H42 O14,O1,30,42,13,0,0,0,0,1,0,0,C30 H42 O13
C30 H42 O14,H2 O1,30,40,13,0,0,0,2,1,0,0,C30 H40 O13
C30 H42 O14,-C1 -H2 O1,31,44,13,0,0,-1,-2,1,0,0,C31 H44 O13
C30 H42 O14,-H2 O1,30,44,13,0,0,0,-2,1,0,0,C30 H44 O13
C30 H42 O14,-H4 O2,30,46,12,0,0,0,-4,2,0,0,C30 H46 O12
C30 H42 O14,O2,30,42,12,0,0,0,0,2,0,0,C30 H42 O12
C12 H10 O8,O1,12,10,7,0,0,0,0,1,0,0,C12 H10 O7
C12 H10 O8,H2 O1,12,8,7,0,0,0,2,1,0,0,C12 H8 O7
C12 H10 O8,-C1 -H2 O1,13,12,7,0,0,-1,-2,1,0,0,C13 H12 O7
C12 H10 O8,-H2 O1,12,12,7,0,0,0,-2,1,0,0,C12 H12 O7
C12 H10 O8,-H1 O1 -N1,12,11,7,1,0,0,-1,1,-1,0,C12 H11 N1 O7
C21 H24 O10,O1,21,24,9,0,0,0,0,1,0,0,C21 H24 O9
C21 H24 O10,H2 O1,21,22,9,0,0,0,2,1,0,0,C21 H22 O9
C21 H24 O10,-C1 -H2 O1,22,26,9,0,0,-1,-2,1,0,0,C22 H26 O9
C21 H24 O10,-H2 O1,21,26,9,0,0,0,-2,1,0,0,C21 H26 O9
C21 H24 O10,-H1 O1 -N1,21,25,9,1,0,0,-1,1,-1,0,C21 H25 N1 O9
C21 H24 O10,-H4 O2,21,28,8,0,0,0,-4,2,0,0,C21 H28 O8
C21 H24 O10,O2,21,24,8,0,0,0,0,2,0,0,C21 H24 O8
C14 H9 N1 O7,O1,14,9,6,1,0,0,0,1,0,0,C14 H9 N1 O6
C14 H9 N1 O7,H2 O1,14,7,6,1,0,0,2,1,0,0,C14 H7 N1 O6
C14 H9 N1 O7,-C1 -H2 O1,15,11,6,1,0,-1,-2,1,0,0,C15 H11 N1 O6
C14 H9 N1 O7,-H4 O2,14,13,5,1,0,0,-4,2,0,0,C14 H13 N1 O5
C14 H9 N1 O7,O2,14,9,5,1,0,0,0,2,0,0,C14 H9 N1 O5
C14 H9 N1 O7,-H1 O2 N1,14,10,5,0,0,0,-1,2,1,0,C14 H10 O5
C16 H13 N1 O7,H2 O1,16,11,6,1,0,0,2,1,0,0,C16 H11 N1 O6
C16 H13 N1 O7,-C1 -H2 O1,17,15,6,1,0,-1,-2,1,0,0,C17 H15 N1 O6
C16 H13 N1 O7,-H2 O1,16,15,6,1,0,0,-2,1,0,0,C16 H15 N1 O6
C16 H13 N1 O7,O2,16,13,5,1,0,0,0,2,0,0,C16 H13 N1 O5
C16 H13 N1 O7,-H1 O2 N1,16,14,5,0,0,0,-1,2,1,0,C16 H14 O5
C23 H28 O12,O1,23,28,11,0,0,0,0,1,0,0,C23 H28 O11
C23 H28 O12,H2 O1,23,26,11,0,0,0,2,1,0,0,C23 H26 O11
C23 H28 O12,-C1 -H2 O1,24,30,11,0,0,-1,-2,1,0,0,C24 H30 O11
C23 H28 O12,-H2 O1,23,30,11,0,0,0,-2,1,0,0,C23 H30 O11
C23 H28 O12,-H1 O1 -N1,23,29,11,1,0,0,-1,1,-1,0,C23 H29 N1 O11
C23 H28 O12,-H4 O2,23,32,10,0,0,0,-4,2,0,0,C23 H32 O10
C23 H28 O12,O2,23,28,10,0,0,0,0,2,0,0,C23 H28 O10
C19 H23 N1 O6,O1,19,23,5,1,0,0,0,1,0,0,C19 H23 N1 O5
C19 H23 N1 O6,H2 O1,19,21,5,1,0,0,2,1,0,0,C19 H21 N1 O5
C19 H23 N1 O6,-C1 -H2 O1,20,25,5,1,0,-1,-2,1,0,0,C20 H25 N1 O5
C19 H23 N1 O6,-H2 O1,19,25,5,1,0,0,-2,1,0,0,C19 H25 N1 O5
C19 H23 N1 O6,-H4 O2,19,27,4,1,0,0,-4,2,0,0,C19 H27 N1 O4
C19 H23 N1 O6,O2,19,23,4,1,0,0,0,2,0,0,C19 H23 N1 O4
C14 H12 N2 O6,O1,14,12,5,2,0,0,0,1,0,0,C14 H12 N2 O5
C14 H12 N2 O6,-C1 -H2 O1,15,14,5,2,0,-1,-2,1,0,0,C15 H14 N2 O5
C14 H12 N2 O6,-H2 O1,14,14,5,2,0,0,-2,1,0,0,C14 H14 N2 O5
C14 H12 N2 O6,-H4 O2,14,16,4,2,0,0,-4,2,0,0,C14 H16 N2 O4
C14 H12 N2 O6,O2,14,12,4,2,0,0,0,2,0,0,C14 H12 N2 O4
C14 H12 N2 O6,-H1 O2 N1,14,13,4,1,0,0,-1,2,1,0,C14 H13 N1 O4
C23 H28 O11,O1,23,28,10,0,0,0,0,1,0,0,C23 H28 O10
C23 H28 O11,H2 O1,23,26,10,0,0,0,2,1,0,0,C23 H26 O10
C23 H28 O11,-C1 -H2 O1,24,30,10,0,0,-1,-2,1,0,0,C24 H30 O10
C23 H28 O11,-H2 O1,23,30,10,0,0,0,-2,1,0,0,C23 H30 O10
C23 H28 O11,-H1 O1 -N1,23,29,10,1,0,0,-1,1,-1,0,C23 H29 N1 O10
C23 H28 O11,-H4 O2,23,32,9,0,0,0,-4,2,0,0,C23 H32 O9
C23 H28 O11,O2,23,28,9,0,0,0,0,2,0,0,C23 H28 O9
C23 H20 O7,O1,23,20,6,0,0,0,0,1,0,0,C23 H20 O6
C23 H20 O7,H2 O1,23,18,6,0,0,0,2,1,0,0,C23 H18 O6
C23 H20 O7,-H2 O1,23,22,6,0,0,0,-2,1,0,0,C23 H22 O6
C21 H30 O10,O1,21,30,9,0,0,0,0,1,0,0,C21 H30 O9
C21 H30 O10,H2 O1,21,28,9,0,0,0,2,1,0,0,C21 H28 O9
C21 H30 O10,-H2 O1,21,32,9,0,0,0,-2,1,0,0,C21 H32 O9
C21 H30 O10,-H1 O1 -N1,21,31,9,1,0,0,-1,1,-1,0,C21 H31 N1 O9
C21 H30 O10,-H4 O2,21,34,8,0,0,0,-4,2,0,0,C21 H34 O8
C21 H30 O10,O2,21,30,8,0,0,0,0,2,0,0,C21 H30 O8
C28 H42 O11,O1,28,42,10,0,0,0,0,1,0,0,C28 H42 O10
C28 H42 O11,H2 O1,28,40,10,0,0,0,2,1,0,0,C28 H40 O10
C28 H42 O11,-C1 -H2 O1,29,44,10,0,0,-1,-2,1,0,0,C29 H44 O10
C28 H42 O11,-H2 O1,28,44,10,0,0,0,-2,1,0,0,C28 H44 O10
C28 H42 O11,-H4 O2,28,46,9,0,0,0,-4,2,0,0,C28 H46 O9
C28 H42 O11,O2,28,42,9,0,0,0,0,2,0,0,C28 H42 O9
C18 H19 N1 O10,O1,18,19,9,1,0,0,0,1,0,0,C18 H19 N1 O9
C18 H19 N1 O10,H2 O1,18,17,9,1,0,0,2,1,0,0,C18 H17 N1 O9
C18 H19 N1 O10,-C1 -H2 O1,19,21,9,1,0,-1,-2,1,0,0,C19 H21 N1 O9
C18 H19 N1 O10,-H2 O1,18,21,9,1,0,0,-2,1,0,0,C18 H21 N1 O9
C18 H19 N1 O10,-H1 O1 -N1,18,20,9,2,0,0,-1,1,-1,0,C18 H20 N2 O9
C18 H19 N1 O10,-H4 O2,18,23,8,1,0,0,-4,2,0,0,C18 H23 N1 O8
C18 H19 N1 O10,O2,18,19,8,1,0,0,0,2,0,0,C18 H19 N1 O8
C18 H19 N1 O10,-H1 O2 N1,18,20,8,0,0,0,-1,2,1,0,C18 H20 O8
C27 H30 O10,O1,27,30,9,0,0,0,0,1,0,0,C27 H30 O9
C27 H30 O10,H2 O1,27,28,9,0,0,0,2,1,0,0,C27 H28 O9
C27 H30 O10,-C1 -H2 O1,28,32,9,0,0,-1,-2,1,0,0,C28 H32 O9
C27 H30 O10,-H2 O1,27,32,9,0,0,0,-2,1,0,0,C27 H32 O9
C27 H30 O10,-H4 O2,27,34,8,0,0,0,-4,2,0,0,C27 H34 O8
C27 H30 O10,O2,27,30,8,0,0,0,0,2,0,0,C27 H30 O8
C9 H12 O8,O1,9,12,7,0,0,0,0,1,0,0,C9 H12 O7
C9 H12 O8,H2 O1,9,10,7,0,0,0,2,1,0,0,C9 H10 O7
C9 H12 O8,-C1 -H2 O1,10,14,7,0,0,-1,-2,1,0,0,C10 H14 O7
C9 H12 O8,-H2 O1,9,14,7,0,0,0,-2,1,0,0,C9 H14 O7
C9 H12 O8,-H1 O1 -N1,9,13,7,1,0,0,-1,1,-1,0,C9 H13 N1 O7
C9 H12 O8,O2,9,12,6,0,0,0,0,2,0,0,C9 H12 O6
C30 H36 O13,O1,30,36,12,0,0,0,0,1,0,0,C30 H36 O12
C30 H36 O13,H2 O1,30,34,12,0,0,0,2,1,0,0,C30 H34 O12
C30 H36 O13,-C1 -H2 O1,31,38,12,0,0,-1,-2,1,0,0,C31 H38 O12
C30 H36 O13,-H2 O1,30,38,12,0,0,0,-2,1,0,0,C30 H38 O12
C30 H36 O13,-H4 O2,30,40,11,0,0,0,-4,2,0,0,C30 H40 O11
C30 H36 O13,O2,30,36,11,0,0,0,0,2,0,0,C30 H36 O11
C26 H36 O8,O1,26,36,7,0,0,0,0,1,0,0,C26 H36 O7
C26 H36 O8,H2 O1,26,34,7,0,0,0,2,1,0,0,C26 H34 O7
C26 H36 O8,-C1 -H2 O1,27,38,7,0,0,-1,-2,1,0,0,C27 H38 O7
C26 H36 O8,-H2 O1,26,38,7,0,0,0,-2,1,0,0,C26 H38 O7
C26 H36 O8,-H4 O2,26,40,6,0,0,0,-4,2,0,0,C26 H40 O6
C26 H36 O8,O2,26,36,6,0,0,0,0,2,0,0,C26 H36 O6
C20 H12 O9,O1,20,12,8,0,0,0,0,1,0,0,C20 H12 O8
C20 H12 O9,H2 O1,20,10,8,0,0,0,2,1,0,0,C20 H10 O8
C20 H12 O9,-C1 -H2 O1,21,14,8,0,0,-1,-2,1,0,0,C21 H14 O8
C20 H12 O9,-H2 O1,20,14,8,0,0,0,-2,1,0,0,C20 H14 O8
C20 H12 O9,-H1 O1 -N1,20,13,8,1,0,0,-1,1,-1,0,C20 H13 N1 O8
C20 H12 O9,-H4 O2,20,16,7,0,0,0,-4,2,0,0,C20 H16 O7
C20 H12 O9,O2,20,12,7,0,0,0,0,2,0,0,C20 H12 O7
C14 H16 O8,O1,14,16,7,0,0,0,0,1,0,0,C14 H16 O7
C14 H16 O8,H2 O1,14,14,7,0,0,0,2,1,0,0,C14 H14 O7
C14 H16 O8,-H2 O1,14,18,7,0,0,0,-2,1,0,0,C14 H18 O7
C14 H16 O8,-H1 O1 -N1,14,17,7,1,0,0,-1,1,-1,0,C14 H17 N1 O7
C14 H16 O8,-H4 O2,14,20,6,0,0,0,-4,2,0,0,C14 H20 O6
C14 H16 O8,O2,14,16,6,0,0,0,0,2,0,0,C14 H16 O6
C26 H20 O11,O1,26,20,10,0,0,0,0,1,0,0,C26 H20 O10
C26 H20 O11,H2 O1,26,18,10,0,0,0,2,1,0,0,C26 H18 O10
C26 H20 O11,-C1 -H2 O1,27,22,10,0,0,-1,-2,1,0,0,C27 H22 O10
C26 H20 O11,-H2 O1,26,22,10,0,0,0,-2,1,0,0,C26 H22 O10
C26 H20 O11,-H4 O2,26,24,9,0,0,0,-4,2,0,0,C26 H24 O9
C26 H20 O11,O2,26,20,9,0,0,0,0,2,0,0,C26 H20 O9
C18 H27 N1 O7,O1,18,27,6,1,0,0,0,1,0,0,C18 H27 N1 O6
C18 H27 N1 O7,H2 O1,18,25,6,1,0,0,2,1,0,0,C18 H25 N1 O6
C18 H27 N1 O7,-C1 -H2 O1,19,29,6,1,0,-1,-2,1,0,0,C19 H29 N1 O6
C18 H27 N1 O7,-H2 O1,18,29,6,1,0,0,-2,1,0,0,C18 H29 N1 O6
C18 H27 N1 O7,-H4 O2,18,31,5,1,0,0,-4,2,0,0,C18 H31 N1 O5
C18 H27 N1 O7,O2,18,27,5,1,0,0,0,2,0,0,C18 H27 N1 O5
C11 H19 N1 O4,O1,11,19,3,1,0,0,0,1,0,0,C11 H19 N1 O3
C11 H19 N1 O4,H2 O1,11,17,3,1,0,0,2,1,0,0,C11 H17 N1 O3
C11 H19 N1 O4,-H1 O1 -N1,11,20,3,2,0,0,-1,1,-1,0,C11 H20 N2 O3
C20 H29 N1 O9,O1,20,29,8,1,0,0,0,1,0,0,C20 H29 N1 O8
C20 H29 N1 O9,H2 O1,20,27,8,1,0,0,2,1,0,0,C20 H27 N1 O8
C20 H29 N1 O9,-C1 -H2 O1,21,31,8,1,0,-1,-2,1,0,0,C21 H31 N1 O8
C20 H29 N1 O9,-H2 O1,20,31,8,1,0,0,-2,1,0,0,C20 H31 N1 O8
C20 H29 N1 O9,-H4 O2,20,33,7,1,0,0,-4,2,0,0,C20 H33 N1 O7
C20 H29 N1 O9,O2,20,29,7,1,0,0,0,2,0,0,C20 H29 N1 O7
C20 H29 N1 O9,-H1 O2 N1,20,30,7,0,0,0,-1,2,1,0,C20 H30 O7
C27 H40 O11,O1,27,40,10,0,0,0,0,1,0,0,C27 H40 O10
C27 H40 O11,H2 O1,27,38,10,0,0,0,2,1,0,0,C27 H38 O10
C27 H40 O11,-C1 -H2 O1,28,42,10,0,0,-1,-2,1,0,0,C28 H42 O10
C27 H40 O11,-H2 O1,27,42,10,0,0,0,-2,1,0,0,C27 H42 O10
C27 H40 O11,-H1 O1 -N1,27,41,10,1,0,0,-1,1,-1,0,C27 H41 N1 O10
C27 H40 O11,-H4 O2,27,44,9,0,0,0,-4,2,0,0,C27 H44 O9
C27 H40 O11,O2,27,40,9,0,0,0,0,2,0,0,C27 H40 O9
C24 H26 O15,O1,24,26,14,0,0,0,0,1,0,0,C24 H26 O14
C24 H26 O15,H2 O1,24,24,14,0,0,0,2,1,0,0,C24 H24 O14
C24 H26 O15,-C1 -H2 O1,25,28,14,0,0,-1,-2,1,0,0,C25 H28 O14
C24 H26 O15,-H2 O1,24,28,14,0,0,0,-2,1,0,0,C24 H28 O14
C24 H26 O15,-H4 O2,24,30,13,0,0,0,-4,2,0,0,C24 H30 O13
C24 H26 O15,O2,24,26,13,0,0,0,0,2,0,0,C24 H26 O13
C23 H16 O9,O1,23,16,8,0,0,0,0,1,0,0,C23 H16 O8
C23 H16 O9,H2 O1,23,14,8,0,0,0,2,1,0,0,C23 H14 O8
C23 H16 O9,-C1 -H2 O1,24,18,8,0,0,-1,-2,1,0,0,C24 H18 O8
