formula_string,transformation_unit,is_addition,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C14 H14 O6,H2 O1,1,14,16,7,0,0,0,2,1,0,0,C14 H16 O7
C14 H14 O6,-H2 -O1,0,14,12,5,0,0,0,-2,-1,0,0,C14 H12 O5
C40 H72 N2 O1 S1,O1,1,40,72,2,2,1,0,0,1,0,0,C40 H72 N2 O2 S1
C40 H72 N2 O1 S1,-O1,0,40,72,0,2,1,0,0,-1,0,0,C40 H72 N2 S1
C40 H72 N2 O1 S1,H2 O1,1,40,74,2,2,1,0,2,1,0,0,C40 H74 N2 O2 S1
C11 H8 O3,O1,1,11,8,4,0,0,0,0,1,0,0,C11 H8 O4
C11 H8 O3,H2 O2,1,11,10,5,0,0,0,2,2,0,0,C11 H10 O5
C11 H8 O3,H2 O1,1,11,10,4,0,0,0,2,1,0,0,C11 H10 O4
C10 13C1 H8 O10,-O1,0,10,8,9,0,0,0,0,-1,0,0,C10 H8 O9
C10 13C1 H8 O10,-H2 -O1,0,10,6,9,0,0,0,-2,-1,0,0,C10 H6 O9
C27 H22 O23,O1,1,27,22,24,0,0,0,0,1,0,0,C27 H22 O24
C27 H22 O23,-O1,0,27,22,22,0,0,0,0,-1,0,0,C27 H22 O22
C27 H22 O23,-H2 -O2,0,27,20,21,0,0,0,-2,-2,0,0,C27 H20 O21
C20 H13 N1 O8 S1,O1,1,20,13,9,1,1,0,0,1,0,0,C20 H13 N1 O9 S1
C20 H13 N1 O8 S1,H2 O2,1,20,15,10,1,1,0,2,2,0,0,C20 H15 N1 O10 S1
C20 H13 N1 O8 S1,H2 O1,1,20,15,9,1,1,0,2,1,0,0,C20 H15 N1 O9 S1
C20 H20 N2 O12,-O1,0,20,20,11,2,0,0,0,-1,0,0,C20 H20 N2 O11
C20 H20 N2 O12,-C1 -H3 O1 -N1,1,19,17,13,1,0,-1,-3,1,-1,0,C19 H17 N1 O13
C20 H20 N2 O12,-H2 -O1,0,20,18,11,2,0,0,-2,-1,0,0,C20 H18 N2 O11
C33 H24 O23,-O1,0,33,24,22,0,0,0,0,-1,0,0,C33 H24 O22
C33 H24 O23,H2 O2,1,33,26,25,0,0,0,2,2,0,0,C33 H26 O25
C33 H24 O23,-H2 -O2,0,33,22,21,0,0,0,-2,-2,0,0,C33 H22 O21
C33 H24 O23,H2 O1,1,33,26,24,0,0,0,2,1,0,0,C33 H26 O24
C33 H24 O23,-H2 -O1,0,33,22,22,0,0,0,-2,-1,0,0,C33 H22 O22
C32 13C1 H28 O22,O1,1,32,28,23,0,0,0,0,1,0,0,C32 H28 O23
C32 13C1 H28 O22,-O1,0,32,28,21,0,0,0,0,-1,0,0,C32 H28 O21
C32 13C1 H28 O22,H2 O2,1,32,30,24,0,0,0,2,2,0,0,C32 H30 O24
C32 13C1 H28 O22,-H2 -O2,0,32,26,20,0,0,0,-2,-2,0,0,C32 H26 O20
C32 13C1 H28 O22,H2 O1,1,32,30,23,0,0,0,2,1,0,0,C32 H30 O23
C32 13C1 H28 O22,-H2 -O1,0,32,26,21,0,0,0,-2,-1,0,0,C32 H26 O21
C19 H18 N2 O11,-O1,0,19,18,10,2,0,0,0,-1,0,0,C19 H18 N2 O10
C19 H18 N2 O11,-C1 -H3 O1 -N1,1,18,15,12,1,0,-1,-3,1,-1,0,C18 H15 N1 O12
C19 H18 N2 O11,H2 O1,1,19,20,12,2,0,0,2,1,0,0,C19 H20 N2 O12
C19 H18 N2 O11,-H2 -O1,0,19,16,10,2,0,0,-2,-1,0,0,C19 H16 N2 O10
C29 H22 O17 S1,-O1,0,29,22,16,0,1,0,0,-1,0,0,C29 H22 O16 S1
C24 H26 O17,O1,1,24,26,18,0,0,0,0,1,0,0,C24 H26 O18
C24 H26 O17,-O1,0,24,26,16,0,0,0,0,-1,0,0,C24 H26 O16
C24 H26 O17,H2 O2,1,24,28,19,0,0,0,2,2,0,0,C24 H28 O19
C24 H26 O17,-H2 -O2,0,24,24,15,0,0,0,-2,-2,0,0,C24 H24 O15
C24 H26 O17,H2 O1,1,24,28,18,0,0,0,2,1,0,0,C24 H28 O18
C24 H26 O17,-H2 -O1,0,24,24,16,0,0,0,-2,-1,0,0,C24 H24 O16
C13 13C1 H10 O9,O1,1,13,10,10,0,0,0,0,1,0,0,C13 H10 O10
C13 13C1 H10 O9,-O1,0,13,10,8,0,0,0,0,-1,0,0,C13 H10 O8
C13 13C1 H10 O9,H2 O2,1,13,12,11,0,0,0,2,2,0,0,C13 H12 O11
C13 13C1 H10 O9,-H2 -O2,0,13,8,7,0,0,0,-2,-2,0,0,C13 H8 O7
C13 13C1 H10 O9,C1 H3 -O1 N1,0,14,13,8,1,0,1,3,-1,1,0,C14 H13 N1 O8
C13 13C1 H10 O9,H2 O1,1,13,12,10,0,0,0,2,1,0,0,C13 H12 O10
C13 13C1 H10 O9,-H2 -O1,0,13,8,8,0,0,0,-2,-1,0,0,C13 H8 O8
C30 H25 N1 O20,O1,1,30,25,21,1,0,0,0,1,0,0,C30 H25 N1 O21
C30 H25 N1 O20,-O1,0,30,25,19,1,0,0,0,-1,0,0,C30 H25 N1 O19
C30 H25 N1 O20,H2 O2,1,30,27,22,1,0,0,2,2,0,0,C30 H27 N1 O22
C30 H25 N1 O20,-C1 -H3 O1 -N1,1,29,22,21,0,0,-1,-3,1,-1,0,C29 H22 O21
C30 H25 N1 O20,-H2 -O1,0,30,23,19,1,0,0,-2,-1,0,0,C30 H23 N1 O19
C23 13C1 H20 O15,O1,1,23,20,16,0,0,0,0,1,0,0,C23 H20 O16
C23 13C1 H20 O15,-O1,0,23,20,14,0,0,0,0,-1,0,0,C23 H20 O14
C23 13C1 H20 O15,H2 O2,1,23,22,17,0,0,0,2,2,0,0,C23 H22 O17
C23 13C1 H20 O15,-H2 -O2,0,23,18,13,0,0,0,-2,-2,0,0,C23 H18 O13
C23 13C1 H20 O15,C1 H3 -O1 N1,0,24,23,14,1,0,1,3,-1,1,0,C24 H23 N1 O14
C23 13C1 H20 O15,H2 O1,1,23,22,16,0,0,0,2,1,0,0,C23 H22 O16
C23 13C1 H20 O15,-H2 -O1,0,23,18,14,0,0,0,-2,-1,0,0,C23 H18 O14
C14 H16 O6,O1,1,14,16,7,0,0,0,0,1,0,0,C14 H16 O7
C14 H16 O6,H2 O2,1,14,18,8,0,0,0,2,2,0,0,C14 H18 O8
C14 H16 O6,H2 O1,1,14,18,7,0,0,0,2,1,0,0,C14 H18 O7
C14 H16 O6,-H2 -O1,0,14,14,5,0,0,0,-2,-1,0,0,C14 H14 O5
C33 H27 N1 O23,O1,1,33,27,24,1,0,0,0,1,0,0,C33 H27 N1 O24
C33 H27 N1 O23,H2 O2,1,33,29,25,1,0,0,2,2,0,0,C33 H29 N1 O25
C33 H27 N1 O23,-H2 -O2,0,33,25,21,1,0,0,-2,-2,0,0,C33 H25 N1 O21
C33 H27 N1 O23,-H2 -O1,0,33,25,22,1,0,0,-2,-1,0,0,C33 H25 N1 O22
C21 H13 N1 O14,O1,1,21,13,15,1,0,0,0,1,0,0,C21 H13 N1 O15
C21 H13 N1 O14,-O1,0,21,13,13,1,0,0,0,-1,0,0,C21 H13 N1 O13
C21 H13 N1 O14,-H2 -O2,0,21,11,12,1,0,0,-2,-2,0,0,C21 H11 N1 O12
C21 H13 N1 O14,-C1 -H3 O1 -N1,1,20,10,15,0,0,-1,-3,1,-1,0,C20 H10 O15
C21 H13 N1 O14,H2 O1,1,21,15,15,1,0,0,2,1,0,0,C21 H15 N1 O15
C21 H13 N1 O14,-H2 -O1,0,21,11,13,1,0,0,-2,-1,0,0,C21 H11 N1 O13
C22 H21 N1 O12,O1,1,22,21,13,1,0,0,0,1,0,0,C22 H21 N1 O13
C22 H21 N1 O12,-O1,0,22,21,11,1,0,0,0,-1,0,0,C22 H21 N1 O11
C22 H21 N1 O12,H2 O2,1,22,23,14,1,0,0,2,2,0,0,C22 H23 N1 O14
C22 H21 N1 O12,-C1 -H3 O1 -N1,1,21,18,13,0,0,-1,-3,1,-1,0,C21 H18 O13
C22 H21 N1 O12,H2 O1,1,22,23,13,1,0,0,2,1,0,0,C22 H23 N1 O13
C22 H21 N1 O12,-H2 -O1,0,22,19,11,1,0,0,-2,-1,0,0,C22 H19 N1 O11
C17 H18 O11,O1,1,17,18,12,0,0,0,0,1,0,0,C17 H18 O12
C17 H18 O11,-O1,0,17,18,10,0,0,0,0,-1,0,0,C17 H18 O10
C17 H18 O11,H2 O2,1,17,20,13,0,0,0,2,2,0,0,C17 H20 O13
C17 H18 O11,-H2 -O2,0,17,16,9,0,0,0,-2,-2,0,0,C17 H16 O9
C17 H18 O11,C1 H3 -O1 N1,0,18,21,10,1,0,1,3,-1,1,0,C18 H21 N1 O10
C17 H18 O11,H2 O1,1,17,20,12,0,0,0,2,1,0,0,C17 H20 O12
C17 H18 O11,-H2 -O1,0,17,16,10,0,0,0,-2,-1,0,0,C17 H16 O10
C22 H24 N2 O13,-O1,0,22,24,12,2,0,0,0,-1,0,0,C22 H24 N2 O12
C22 H24 N2 O13,-H2 -O2,0,22,22,11,2,0,0,-2,-2,0,0,C22 H22 N2 O11
C22 H24 N2 O13,-C1 -H3 O1 -N1,1,21,21,14,1,0,-1,-3,1,-1,0,C21 H21 N1 O14
C22 H24 N2 O13,-H2 -O1,0,22,22,12,2,0,0,-2,-1,0,0,C22 H22 N2 O12
C46 H73 N1 O1,O1,1,46,73,2,1,0,0,0,1,0,0,C46 H73 N1 O2
C46 H73 N1 O1,-C1 -H3 O1 -N1,1,45,70,2,0,0,-1,-3,1,-1,0,C45 H70 O2
C11 13C1 H12 O7,O1,1,11,12,8,0,0,0,0,1,0,0,C11 H12 O8
C11 13C1 H12 O7,-O1,0,11,12,6,0,0,0,0,-1,0,0,C11 H12 O6
C11 13C1 H12 O7,H2 O2,1,11,14,9,0,0,0,2,2,0,0,C11 H14 O9
C11 13C1 H12 O7,-H2 -O2,0,11,10,5,0,0,0,-2,-2,0,0,C11 H10 O5
C11 13C1 H12 O7,C1 H3 -O1 N1,0,12,15,6,1,0,1,3,-1,1,0,C12 H15 N1 O6
C11 13C1 H12 O7,H2 O1,1,11,14,8,0,0,0,2,1,0,0,C11 H14 O8
C11 13C1 H12 O7,-H2 -O1,0,11,10,6,0,0,0,-2,-1,0,0,C11 H10 O6
C43 H78 N2 O3 S1,H2 O1,1,43,80,4,2,1,0,2,1,0,0,C43 H80 N2 O4 S1
C26 H21 N1 O18 S1,O1,1,26,21,19,1,1,0,0,1,0,0,C26 H21 N1 O19 S1
C26 H21 N1 O18 S1,-O1,0,26,21,17,1,1,0,0,-1,0,0,C26 H21 N1 O17 S1
C26 H21 N1 O18 S1,H2 O1,1,26,23,19,1,1,0,2,1,0,0,C26 H23 N1 O19 S1
C27 H24 N2 O23 S1,O1,1,27,24,24,2,1,0,0,1,0,0,C27 H24 N2 O24 S1
C27 H24 N2 O23 S1,-O1,0,27,24,22,2,1,0,0,-1,0,0,C27 H24 N2 O22 S1
C27 H24 N2 O23 S1,H2 O2,1,27,26,25,2,1,0,2,2,0,0,C27 H26 N2 O25 S1
C27 H24 N2 O23 S1,H2 O1,1,27,26,24,2,1,0,2,1,0,0,C27 H26 N2 O24 S1
C27 H24 N2 O23 S1,-H2 -O1,0,27,22,22,2,1,0,-2,-1,0,0,C27 H22 N2 O22 S1
C8 13C1 H10 O6,O1,1,8,10,7,0,0,0,0,1,0,0,C8 H10 O7
C8 13C1 H10 O6,-H2 -O2,0,8,8,4,0,0,0,-2,-2,0,0,C8 H8 O4
C8 13C1 H10 O6,H2 O1,1,8,12,7,0,0,0,2,1,0,0,C8 H12 O7
C8 13C1 H10 O6,-H2 -O1,0,8,8,5,0,0,0,-2,-1,0,0,C8 H8 O5
C33 H28 O24,-O1,0,33,28,23,0,0,0,0,-1,0,0,C33 H28 O23
C33 H28 O24,-H2 -O2,0,33,26,22,0,0,0,-2,-2,0,0,C33 H26 O22
C33 H28 O24,H2 O1,1,33,30,25,0,0,0,2,1,0,0,C33 H30 O25
C33 H28 O24,-H2 -O1,0,33,26,23,0,0,0,-2,-1,0,0,C33 H26 O23
C15 H18 O10,O1,1,15,18,11,0,0,0,0,1,0,0,C15 H18 O11
C15 H18 O10,-O1,0,15,18,9,0,0,0,0,-1,0,0,C15 H18 O9
C15 H18 O10,H2 O2,1,15,20,12,0,0,0,2,2,0,0,C15 H20 O12
C15 H18 O10,-H2 -O2,0,15,16,8,0,0,0,-2,-2,0,0,C15 H16 O8
C15 H18 O10,C1 H3 -O1 N1,0,16,21,9,1,0,1,3,-1,1,0,C16 H21 N1 O9
C15 H18 O10,H2 O1,1,15,20,11,0,0,0,2,1,0,0,C15 H20 O11
C15 H18 O10,-H2 -O1,0,15,16,9,0,0,0,-2,-1,0,0,C15 H16 O9
C26 13C1 H24 O16,O1,1,26,24,17,0,0,0,0,1,0,0,C26 H24 O17
C26 13C1 H24 O16,-O1,0,26,24,15,0,0,0,0,-1,0,0,C26 H24 O15
C26 13C1 H24 O16,H2 O2,1,26,26,18,0,0,0,2,2,0,0,C26 H26 O18
C26 13C1 H24 O16,-H2 -O2,0,26,22,14,0,0,0,-2,-2,0,0,C26 H22 O14
C26 13C1 H24 O16,H2 O1,1,26,26,17,0,0,0,2,1,0,0,C26 H26 O17
C26 13C1 H24 O16,-H2 -O1,0,26,22,15,0,0,0,-2,-1,0,0,C26 H22 O15
C19 H22 O10,O1,1,19,22,11,0,0,0,0,1,0,0,C19 H22 O11
C19 H22 O10,-O1,0,19,22,9,0,0,0,0,-1,0,0,C19 H22 O9
C19 H22 O10,H2 O2,1,19,24,12,0,0,0,2,2,0,0,C19 H24 O12
C19 H22 O10,-H2 -O2,0,19,20,8,0,0,0,-2,-2,0,0,C19 H20 O8
C19 H22 O10,H2 O1,1,19,24,11,0,0,0,2,1,0,0,C19 H24 O11
C19 H22 O10,-H2 -O1,0,19,20,9,0,0,0,-2,-1,0,0,C19 H20 O9
C27 13C1 H28 O18,O1,1,27,28,19,0,0,0,0,1,0,0,C27 H28 O19
C27 13C1 H28 O18,-O1,0,27,28,17,0,0,0,0,-1,0,0,C27 H28 O17
C27 13C1 H28 O18,H2 O2,1,27,30,20,0,0,0,2,2,0,0,C27 H30 O20
C27 13C1 H28 O18,-H2 -O2,0,27,26,16,0,0,0,-2,-2,0,0,C27 H26 O16
C27 13C1 H28 O18,H2 O1,1,27,30,19,0,0,0,2,1,0,0,C27 H30 O19
C27 13C1 H28 O18,-H2 -O1,0,27,26,17,0,0,0,-2,-1,0,0,C27 H26 O17
C10 H14 O11 S1,O1,1,10,14,12,0,1,0,0,1,0,0,C10 H14 O12 S1
C19 13C1 H24 O15,-O1,0,19,24,14,0,0,0,0,-1,0,0,C19 H24 O14
C19 13C1 H24 O15,-H2 -O2,0,19,22,13,0,0,0,-2,-2,0,0,C19 H22 O13
C19 13C1 H24 O15,-H2 -O1,0,19,22,14,0,0,0,-2,-1,0,0,C19 H22 O14
C12 13C1 H14 O8,O1,1,12,14,9,0,0,0,0,1,0,0,C12 H14 O9
C12 13C1 H14 O8,-O1,0,12,14,7,0,0,0,0,-1,0,0,C12 H14 O7
C12 13C1 H14 O8,H2 O2,1,12,16,10,0,0,0,2,2,0,0,C12 H16 O10
C12 13C1 H14 O8,-H2 -O2,0,12,12,6,0,0,0,-2,-2,0,0,C12 H12 O6
C12 13C1 H14 O8,C1 H3 -O1 N1,0,13,17,7,1,0,1,3,-1,1,0,C13 H17 N1 O7
C12 13C1 H14 O8,H2 O1,1,12,16,9,0,0,0,2,1,0,0,C12 H16 O9
C12 13C1 H14 O8,-H2 -O1,0,12,12,7,0,0,0,-2,-1,0,0,C12 H12 O7
C21 H28 O11,O1,1,21,28,12,0,0,0,0,1,0,0,C21 H28 O12
C21 H28 O11,-O1,0,21,28,10,0,0,0,0,-1,0,0,C21 H28 O10
C21 H28 O11,H2 O2,1,21,30,13,0,0,0,2,2,0,0,C21 H30 O13
C21 H28 O11,-H2 -O2,0,21,26,9,0,0,0,-2,-2,0,0,C21 H26 O9
C21 H28 O11,H2 O1,1,21,30,12,0,0,0,2,1,0,0,C21 H30 O12
C21 H28 O11,-H2 -O1,0,21,26,10,0,0,0,-2,-1,0,0,C21 H26 O10
C20 13C1 H18 O15,O1,1,20,18,16,0,0,0,0,1,0,0,C20 H18 O16
C20 13C1 H18 O15,-O1,0,20,18,14,0,0,0,0,-1,0,0,C20 H18 O14
C20 13C1 H18 O15,H2 O2,1,20,20,17,0,0,0,2,2,0,0,C20 H20 O17
C20 13C1 H18 O15,-H2 -O2,0,20,16,13,0,0,0,-2,-2,0,0,C20 H16 O13
C20 13C1 H18 O15,C1 H3 -O1 N1,0,21,21,14,1,0,1,3,-1,1,0,C21 H21 N1 O14
C20 13C1 H18 O15,H2 O1,1,20,20,16,0,0,0,2,1,0,0,C20 H20 O16
C20 13C1 H18 O15,-H2 -O1,0,20,16,14,0,0,0,-2,-1,0,0,C20 H16 O14
C41 H76 O7,-O1,0,41,76,6,0,0,0,0,-1,0,0,C41 H76 O6
C41 H76 O7,H2 O2,1,41,78,9,0,0,0,2,2,0,0,C41 H78 O9
C41 H76 O7,-H2 -O2,0,41,74,5,0,0,0,-2,-2,0,0,C41 H74 O5
C41 H76 O7,H2 O1,1,41,78,8,0,0,0,2,1,0,0,C41 H78 O8
C41 H76 O7,-H2 -O1,0,41,74,6,0,0,0,-2,-1,0,0,C41 H74 O6
C25 H30 N2 O21 S1,O1,1,25,30,22,2,1,0,0,1,0,0,C25 H30 N2 O22 S1
C33 H26 O19,O1,1,33,26,20,0,0,0,0,1,0,0,C33 H26 O20
C33 H26 O19,-O1,0,33,26,18,0,0,0,0,-1,0,0,C33 H26 O18
C33 H26 O19,H2 O2,1,33,28,21,0,0,0,2,2,0,0,C33 H28 O21
C33 H26 O19,H2 O1,1,33,28,20,0,0,0,2,1,0,0,C33 H28 O20
C33 H26 O19,-H2 -O1,0,33,24,18,0,0,0,-2,-1,0,0,C33 H24 O18
C7 H4 O5 S1,H2 O1,1,7,6,6,0,1,0,2,1,0,0,C7 H6 O6 S1
C16 H24 O11,-O1,0,16,24,10,0,0,0,0,-1,0,0,C16 H24 O10
C16 H24 O11,-H2 -O2,0,16,22,9,0,0,0,-2,-2,0,0,C16 H22 O9
C16 H24 O11,-H2 -O1,0,16,22,10,0,0,0,-2,-1,0,0,C16 H22 O10
C15 H10 O11 S1,O1,1,15,10,12,0,1,0,0,1,0,0,C15 H10 O12 S1
C15 H10 O11 S1,H2 O1,1,15,12,12,0,1,0,2,1,0,0,C15 H12 O12 S1
C17 H12 O12,O1,1,17,12,13,0,0,0,0,1,0,0,C17 H12 O13
C17 H12 O12,-O1,0,17,12,11,0,0,0,0,-1,0,0,C17 H12 O11
C17 H12 O12,H2 O2,1,17,14,14,0,0,0,2,2,0,0,C17 H14 O14
C17 H12 O12,-H2 -O2,0,17,10,10,0,0,0,-2,-2,0,0,C17 H10 O10
C17 H12 O12,C1 H3 -O1 N1,0,18,15,11,1,0,1,3,-1,1,0,C18 H15 N1 O11
C17 H12 O12,H2 O1,1,17,14,13,0,0,0,2,1,0,0,C17 H14 O13
C17 H12 O12,-H2 -O1,0,17,10,11,0,0,0,-2,-1,0,0,C17 H10 O11
C11 H7 N1 O4,O1,1,11,7,5,1,0,0,0,1,0,0,C11 H7 N1 O5
C11 H7 N1 O4,H2 O2,1,11,9,6,1,0,0,2,2,0,0,C11 H9 N1 O6
C22 H16 N2 O19,O1,1,22,16,20,2,0,0,0,1,0,0,C22 H16 N2 O20
C22 H16 N2 O19,H2 O2,1,22,18,21,2,0,0,2,2,0,0,C22 H18 N2 O21
C22 H16 N2 O19,H2 O1,1,22,18,20,2,0,0,2,1,0,0,C22 H18 N2 O20
C27 H23 N1 O17,O1,1,27,23,18,1,0,0,0,1,0,0,C27 H23 N1 O18
C27 H23 N1 O17,-O1,0,27,23,16,1,0,0,0,-1,0,0,C27 H23 N1 O16
C27 H23 N1 O17,-H2 -O2,0,27,21,15,1,0,0,-2,-2,0,0,C27 H21 N1 O15
C27 H23 N1 O17,-C1 -H3 O1 -N1,1,26,20,18,0,0,-1,-3,1,-1,0,C26 H20 O18
C27 H23 N1 O17,H2 O1,1,27,25,18,1,0,0,2,1,0,0,C27 H25 N1 O18
C27 H23 N1 O17,-H2 -O1,0,27,21,16,1,0,0,-2,-1,0,0,C27 H21 N1 O16
C9 13C1 H14 O8,-O1,0,9,14,7,0,0,0,0,-1,0,0,C9 H14 O7
C9 13C1 H14 O8,-H2 -O1,0,9,12,7,0,0,0,-2,-1,0,0,C9 H12 O7
C16 H6 O11,O1,1,16,6,12,0,0,0,0,1,0,0,C16 H6 O12
C16 H6 O11,-O1,0,16,6,10,0,0,0,0,-1,0,0,C16 H6 O10
C16 H6 O11,H2 O2,1,16,8,13,0,0,0,2,2,0,0,C16 H8 O13
C16 H6 O11,C1 H3 -O1 N1,0,17,9,10,1,0,1,3,-1,1,0,C17 H9 N1 O10
C16 H6 O11,H2 O1,1,16,8,12,0,0,0,2,1,0,0,C16 H8 O12
C17 H12 O2 S1,O1,1,17,12,3,0,1,0,0,1,0,0,C17 H12 O3 S1
C17 13C1 H20 O11,O1,1,17,20,12,0,0,0,0,1,0,0,C17 H20 O12
C17 13C1 H20 O11,-O1,0,17,20,10,0,0,0,0,-1,0,0,C17 H20 O10
C17 13C1 H20 O11,H2 O2,1,17,22,13,0,0,0,2,2,0,0,C17 H22 O13
C17 13C1 H20 O11,-H2 -O2,0,17,18,9,0,0,0,-2,-2,0,0,C17 H18 O9
C17 13C1 H20 O11,C1 H3 -O1 N1,0,18,23,10,1,0,1,3,-1,1,0,C18 H23 N1 O10
C17 13C1 H20 O11,H2 O1,1,17,22,12,0,0,0,2,1,0,0,C17 H22 O12
C17 13C1 H20 O11,-H2 -O1,0,17,18,10,0,0,0,-2,-1,0,0,C17 H18 O10
C24 H16 O19,O1,1,24,16,20,0,0,0,0,1,0,0,C24 H16 O20
C24 H16 O19,-O1,0,24,16,18,0,0,0,0,-1,0,0,C24 H16 O18
C24 H16 O19,H2 O2,1,24,18,21,0,0,0,2,2,0,0,C24 H18 O21
C24 H16 O19,-H2 -O2,0,24,14,17,0,0,0,-2,-2,0,0,C24 H14 O17
C24 H16 O19,H2 O1,1,24,18,20,0,0,0,2,1,0,0,C24 H18 O20
C24 H16 O19,-H2 -O1,0,24,14,18,0,0,0,-2,-1,0,0,C24 H14 O18
C6 H6 O6,-O1,0,6,6,5,0,0,0,0,-1,0,0,C6 H6 O5
C6 H6 O6,-H2 -O1,0,6,4,5,0,0,0,-2,-1,0,0,C6 H4 O5
C27 H28 O15,O1,1,27,28,16,0,0,0,0,1,0,0,C27 H28 O16
C27 H28 O15,-O1,0,27,28,14,0,0,0,0,-1,0,0,C27 H28 O14
C27 H28 O15,H2 O2,1,27,30,17,0,0,0,2,2,0,0,C27 H30 O17
C27 H28 O15,-H2 -O2,0,27,26,13,0,0,0,-2,-2,0,0,C27 H26 O13
C27 H28 O15,H2 O1,1,27,30,16,0,0,0,2,1,0,0,C27 H30 O16
C27 H28 O15,-H2 -O1,0,27,26,14,0,0,0,-2,-1,0,0,C27 H26 O14
C20 13C1 H14 O12,O1,1,20,14,13,0,0,0,0,1,0,0,C20 H14 O13
C20 13C1 H14 O12,-O1,0,20,14,11,0,0,0,0,-1,0,0,C20 H14 O11
C20 13C1 H14 O12,H2 O2,1,20,16,14,0,0,0,2,2,0,0,C20 H16 O14
C20 13C1 H14 O12,C1 H3 -O1 N1,0,21,17,11,1,0,1,3,-1,1,0,C21 H17 N1 O11
C20 13C1 H14 O12,H2 O1,1,20,16,13,0,0,0,2,1,0,0,C20 H16 O13
C20 13C1 H14 O12,-H2 -O1,0,20,12,11,0,0,0,-2,-1,0,0,C20 H12 O11
C25 H30 O13,O1,1,25,30,14,0,0,0,0,1,0,0,C25 H30 O14
C25 H30 O13,-O1,0,25,30,12,0,0,0,0,-1,0,0,C25 H30 O12
C25 H30 O13,H2 O2,1,25,32,15,0,0,0,2,2,0,0,C25 H32 O15
C25 H30 O13,-H2 -O2,0,25,28,11,0,0,0,-2,-2,0,0,C25 H28 O11
C25 H30 O13,H2 O1,1,25,32,14,0,0,0,2,1,0,0,C25 H32 O14
C25 H30 O13,-H2 -O1,0,25,28,12,0,0,0,-2,-1,0,0,C25 H28 O12
C18 H12 O9 S1,O1,1,18,12,10,0,1,0,0,1,0,0,C18 H12 O10 S1
C18 H12 O9 S1,H2 O2,1,18,14,11,0,1,0,2,2,0,0,C18 H14 O11 S1
C18 H12 O9 S1,C1 H3 -O1 N1,0,19,15,8,1,1,1,3,-1,1,0,C19 H15 N1 O8 S1
C18 H12 O9 S1,H2 O1,1,18,14,10,0,1,0,2,1,0,0,C18 H14 O10 S1
C30 H34 O19,O1,1,30,34,20,0,0,0,0,1,0,0,C30 H34 O20
C30 H34 O19,-O1,0,30,34,18,0,0,0,0,-1,0,0,C30 H34 O18
C30 H34 O19,-H2 -O2,0,30,32,17,0,0,0,-2,-2,0,0,C30 H32 O17
C30 H34 O19,-H2 -O1,0,30,32,18,0,0,0,-2,-1,0,0,C30 H32 O18
C41 H74 O7,-O1,0,41,74,6,0,0,0,0,-1,0,0,C41 H74 O6
C41 H74 O7,-H2 -O2,0,41,72,5,0,0,0,-2,-2,0,0,C41 H72 O5
C41 H74 O7,C1 H3 -O1 N1,0,42,77,6,1,0,1,3,-1,1,0,C42 H77 N1 O6
C32 H25 N1 O19 S1,H2 O2,1,32,27,21,1,1,0,2,2,0,0,C32 H27 N1 O21 S1
C32 H25 N1 O19 S1,H2 O1,1,32,27,20,1,1,0,2,1,0,0,C32 H27 N1 O20 S1
C33 H30 O20,O1,1,33,30,21,0,0,0,0,1,0,0,C33 H30 O21
C33 H30 O20,-O1,0,33,30,19,0,0,0,0,-1,0,0,C33 H30 O19
C33 H30 O20,H2 O2,1,33,32,22,0,0,0,2,2,0,0,C33 H32 O22
C33 H30 O20,-H2 -O2,0,33,28,18,0,0,0,-2,-2,0,0,C33 H28 O18
C33 H30 O20,H2 O1,1,33,32,21,0,0,0,2,1,0,0,C33 H32 O21
C33 H30 O20,-H2 -O1,0,33,28,19,0,0,0,-2,-1,0,0,C33 H28 O19
C28 13C1 H24 O22,-O1,0,28,24,21,0,0,0,0,-1,0,0,C28 H24 O21
C28 13C1 H24 O22,-H2 -O2,0,28,22,20,0,0,0,-2,-2,0,0,C28 H22 O20
C28 13C1 H24 O22,-H2 -O1,0,28,22,21,0,0,0,-2,-1,0,0,C28 H22 O21
C19 H26 O13,O1,1,19,26,14,0,0,0,0,1,0,0,C19 H26 O14
C19 H26 O13,-O1,0,19,26,12,0,0,0,0,-1,0,0,C19 H26 O12
C19 H26 O13,-H2 -O2,0,19,24,11,0,0,0,-2,-2,0,0,C19 H24 O11
C19 H26 O13,-H2 -O1,0,19,24,12,0,0,0,-2,-1,0,0,C19 H24 O12
C23 H22 N2 O24 S1,-O1,0,23,22,23,2,1,0,0,-1,0,0,C23 H22 N2 O23 S1
C23 H22 N2 O24 S1,-H2 -O2,0,23,20,22,2,1,0,-2,-2,0,0,C23 H20 N2 O22 S1
C23 H22 N2 O24 S1,-H2 -O1,0,23,20,23,2,1,0,-2,-1,0,0,C23 H20 N2 O23 S1
C31 H18 O22,O1,1,31,18,23,0,0,0,0,1,0,0,C31 H18 O23
C31 H18 O22,-O1,0,31,18,21,0,0,0,0,-1,0,0,C31 H18 O21
C31 H18 O22,H2 O2,1,31,20,24,0,0,0,2,2,0,0,C31 H20 O24
C31 H18 O22,-H2 -O2,0,31,16,20,0,0,0,-2,-2,0,0,C31 H16 O20
